"LETO";"STAROSTNE SKUPINE";"DRUŽINSKA SKUPNOST, V KATERI JE ROJEN OTROK";"VRSTNI RED ROJSTVA";Živorojeni, rojeni v zakonski zvezi ali zunaj zakonske zveze
"2012";"15-19";"Rojeni v zakonski zvezi";"Peto rojstvo";0
"2012";"15-19";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";0
"2012";"15-19";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";149
"2012";"15-19";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";23
"2012";"15-19";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";3
"2012";"15-19";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";0
"2012";"15-19";"Rojeni zunaj zakonske zveze";"Peto rojstvo";0
"2012";"15-19";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";0
"2012";"20-24";"Rojeni v zakonski zvezi";"Prvo rojstvo";556
"2012";"20-24";"Rojeni v zakonski zvezi";"Drugo rojstvo";223
"2012";"20-24";"Rojeni v zakonski zvezi";"Tretje rojstvo";29
"2012";"20-24";"Rojeni v zakonski zvezi";"Èetrto rojstvo";3
"2012";"20-24";"Rojeni v zakonski zvezi";"Peto rojstvo";1
"2012";"20-24";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";0
"2012";"20-24";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";1395
"2012";"20-24";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";281
"2012";"20-24";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";46
"2012";"20-24";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";10
"2012";"20-24";"Rojeni zunaj zakonske zveze";"Peto rojstvo";3
"2012";"20-24";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";2
"2012";"25-29";"Rojeni v zakonski zvezi";"Prvo rojstvo";1429
"2012";"25-29";"Rojeni v zakonski zvezi";"Drugo rojstvo";1248
"2012";"25-29";"Rojeni v zakonski zvezi";"Tretje rojstvo";253
"2012";"25-29";"Rojeni v zakonski zvezi";"Èetrto rojstvo";25
"2012";"25-29";"Rojeni v zakonski zvezi";"Peto rojstvo";5
"2012";"25-29";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";1
"2012";"25-29";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";2907
"2012";"25-29";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";1325
"2012";"25-29";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";158
"2012";"25-29";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";23
"2012";"25-29";"Rojeni zunaj zakonske zveze";"Peto rojstvo";10
"2012";"25-29";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";1
"2012";"30-34";"Rojeni v zakonski zvezi";"Prvo rojstvo";987
"2012";"30-34";"Rojeni v zakonski zvezi";"Drugo rojstvo";1809
"2012";"30-34";"Rojeni v zakonski zvezi";"Tretje rojstvo";701
"2012";"30-34";"Rojeni v zakonski zvezi";"Èetrto rojstvo";115
"2012";"30-34";"Rojeni v zakonski zvezi";"Peto rojstvo";26
"2012";"30-34";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";7
"2012";"30-34";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";2031
"2012";"30-34";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";1950
"2012";"30-34";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";302
"2012";"30-34";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";58
"2012";"30-34";"Rojeni zunaj zakonske zveze";"Peto rojstvo";8
"2012";"30-34";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";17
"2012";"35-39";"Rojeni v zakonski zvezi";"Prvo rojstvo";275
"2012";"35-39";"Rojeni v zakonski zvezi";"Drugo rojstvo";660
"2012";"35-39";"Rojeni v zakonski zvezi";"Tretje rojstvo";397
"2012";"35-39";"Rojeni v zakonski zvezi";"Èetrto rojstvo";150
"2012";"35-39";"Rojeni v zakonski zvezi";"Peto rojstvo";43
"2012";"35-39";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";23
"2012";"35-39";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";608
"2012";"35-39";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";746
"2012";"35-39";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";241
"2012";"35-39";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";43
"2012";"35-39";"Rojeni zunaj zakonske zveze";"Peto rojstvo";15
"2012";"35-39";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";11
"2012";"40-44";"Rojeni v zakonski zvezi";"Prvo rojstvo";55
"2012";"40-44";"Rojeni v zakonski zvezi";"Drugo rojstvo";94
"2012";"40-44";"Rojeni v zakonski zvezi";"Tretje rojstvo";60
"2012";"40-44";"Rojeni v zakonski zvezi";"Èetrto rojstvo";40
"2012";"40-44";"Rojeni v zakonski zvezi";"Peto rojstvo";20
"2012";"40-44";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";12
"2012";"40-44";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";85
"2012";"40-44";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";92
"2012";"40-44";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";54
"2012";"40-44";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";10
"2012";"40-44";"Rojeni zunaj zakonske zveze";"Peto rojstvo";8
"2012";"40-44";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";2
"2012";"45-49";"Rojeni v zakonski zvezi";"Prvo rojstvo";4
"2012";"45-49";"Rojeni v zakonski zvezi";"Drugo rojstvo";4
"2012";"45-49";"Rojeni v zakonski zvezi";"Tretje rojstvo";4
"2012";"45-49";"Rojeni v zakonski zvezi";"Èetrto rojstvo";1
"2012";"45-49";"Rojeni v zakonski zvezi";"Peto rojstvo";1
"2012";"45-49";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";1
"2012";"45-49";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";5
"2012";"45-49";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";5
"2012";"45-49";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";3
"2012";"45-49";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";0
"2012";"45-49";"Rojeni zunaj zakonske zveze";"Peto rojstvo";0
"2012";"45-49";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";0
"2012";"50+";"Rojeni v zakonski zvezi";"Prvo rojstvo";0
"2012";"50+";"Rojeni v zakonski zvezi";"Drugo rojstvo";0
"2012";"50+";"Rojeni v zakonski zvezi";"Tretje rojstvo";1
"2012";"50+";"Rojeni v zakonski zvezi";"Èetrto rojstvo";0
"2012";"50+";"Rojeni v zakonski zvezi";"Peto rojstvo";0
"2012";"50+";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";0
"2012";"50+";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";0
"2012";"50+";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";0
"2012";"50+";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";0
"2012";"50+";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";0
"2012";"50+";"Rojeni zunaj zakonske zveze";"Peto rojstvo";0
"2012";"50+";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";0
"2013";"Pod 15";"Rojeni v zakonski zvezi";"Prvo rojstvo";0
"2013";"Pod 15";"Rojeni v zakonski zvezi";"Drugo rojstvo";0
"2013";"Pod 15";"Rojeni v zakonski zvezi";"Tretje rojstvo";0
"2013";"Pod 15";"Rojeni v zakonski zvezi";"Èetrto rojstvo";0
"2013";"Pod 15";"Rojeni v zakonski zvezi";"Peto rojstvo";0
"2013";"Pod 15";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";0
"2013";"Pod 15";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";3
"2013";"Pod 15";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";0
"2013";"Pod 15";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";0
"2013";"Pod 15";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";0
"2013";"Pod 15";"Rojeni zunaj zakonske zveze";"Peto rojstvo";0
"2013";"Pod 15";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";0
"2013";"15-19";"Rojeni v zakonski zvezi";"Prvo rojstvo";38
"2013";"15-19";"Rojeni v zakonski zvezi";"Drugo rojstvo";4
"2013";"15-19";"Rojeni v zakonski zvezi";"Tretje rojstvo";0
"2013";"15-19";"Rojeni v zakonski zvezi";"Èetrto rojstvo";0
"2013";"15-19";"Rojeni v zakonski zvezi";"Peto rojstvo";0
"2013";"15-19";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";0
"2013";"15-19";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";156
"2013";"15-19";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";16
"2013";"15-19";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";7
"2013";"15-19";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";0
"2013";"15-19";"Rojeni zunaj zakonske zveze";"Peto rojstvo";0
"2013";"15-19";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";0
"2013";"20-24";"Rojeni v zakonski zvezi";"Prvo rojstvo";577
"2013";"20-24";"Rojeni v zakonski zvezi";"Drugo rojstvo";239
"2013";"20-24";"Rojeni v zakonski zvezi";"Tretje rojstvo";33
"2013";"20-24";"Rojeni v zakonski zvezi";"Èetrto rojstvo";3
"2013";"20-24";"Rojeni v zakonski zvezi";"Peto rojstvo";1
"2013";"20-24";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";0
"2013";"20-24";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";1287
"2013";"20-24";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";266
"2013";"20-24";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";29
"2013";"20-24";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";10
"2013";"20-24";"Rojeni zunaj zakonske zveze";"Peto rojstvo";2
"2013";"20-24";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";2
"2013";"25-29";"Rojeni v zakonski zvezi";"Prvo rojstvo";1424
"2013";"25-29";"Rojeni v zakonski zvezi";"Drugo rojstvo";1152
"2013";"25-29";"Rojeni v zakonski zvezi";"Tretje rojstvo";231
"2013";"25-29";"Rojeni v zakonski zvezi";"Èetrto rojstvo";35
"2013";"25-29";"Rojeni v zakonski zvezi";"Peto rojstvo";7
"2013";"25-29";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";3
"2013";"25-29";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";2857
"2013";"25-29";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";1262
"2013";"25-29";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";150
"2013";"25-29";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";21
"2013";"25-29";"Rojeni zunaj zakonske zveze";"Peto rojstvo";11
"2013";"25-29";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";5
"2013";"30-34";"Rojeni v zakonski zvezi";"Prvo rojstvo";992
"2013";"30-34";"Rojeni v zakonski zvezi";"Drugo rojstvo";1672
"2013";"30-34";"Rojeni v zakonski zvezi";"Tretje rojstvo";602
"2013";"30-34";"Rojeni v zakonski zvezi";"Èetrto rojstvo";113
"2013";"30-34";"Rojeni v zakonski zvezi";"Peto rojstvo";23
"2013";"30-34";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";9
"2013";"30-34";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";2053
"2013";"30-34";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";1799
"2013";"30-34";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";289
"2013";"30-34";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";42
"2013";"30-34";"Rojeni zunaj zakonske zveze";"Peto rojstvo";17
"2013";"30-34";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";10
"2013";"35-39";"Rojeni v zakonski zvezi";"Prvo rojstvo";302
"2013";"35-39";"Rojeni v zakonski zvezi";"Drugo rojstvo";590
"2013";"35-39";"Rojeni v zakonski zvezi";"Tretje rojstvo";359
"2013";"35-39";"Rojeni v zakonski zvezi";"Èetrto rojstvo";130
"2013";"35-39";"Rojeni v zakonski zvezi";"Peto rojstvo";40
"2013";"35-39";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";17
"2013";"35-39";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";633
"2013";"35-39";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";731
"2013";"35-39";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";248
"2013";"35-39";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";46
"2013";"35-39";"Rojeni zunaj zakonske zveze";"Peto rojstvo";12
"2013";"35-39";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";5
"2013";"40-44";"Rojeni v zakonski zvezi";"Prvo rojstvo";47
"2013";"40-44";"Rojeni v zakonski zvezi";"Drugo rojstvo";73
"2013";"40-44";"Rojeni v zakonski zvezi";"Tretje rojstvo";72
"2013";"40-44";"Rojeni v zakonski zvezi";"Èetrto rojstvo";31
"2013";"40-44";"Rojeni v zakonski zvezi";"Peto rojstvo";17
"2013";"40-44";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";22
"2013";"40-44";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";93
"2013";"40-44";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";103
"2013";"40-44";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";34
"2013";"40-44";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";23
"2013";"40-44";"Rojeni zunaj zakonske zveze";"Peto rojstvo";3
"2013";"40-44";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";2
"2013";"45-49";"Rojeni v zakonski zvezi";"Prvo rojstvo";4
"2013";"45-49";"Rojeni v zakonski zvezi";"Drugo rojstvo";7
"2013";"45-49";"Rojeni v zakonski zvezi";"Tretje rojstvo";2
"2013";"45-49";"Rojeni v zakonski zvezi";"Èetrto rojstvo";0
"2013";"45-49";"Rojeni v zakonski zvezi";"Peto rojstvo";2
"2013";"45-49";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";1
"2013";"45-49";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";3
"2013";"45-49";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";3
"2013";"45-49";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";4
"2013";"45-49";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";0
"2013";"45-49";"Rojeni zunaj zakonske zveze";"Peto rojstvo";0
"2013";"45-49";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";0
"2013";"50+";"Rojeni v zakonski zvezi";"Prvo rojstvo";0
"2013";"50+";"Rojeni v zakonski zvezi";"Drugo rojstvo";0
"2013";"50+";"Rojeni v zakonski zvezi";"Tretje rojstvo";0
"2013";"50+";"Rojeni v zakonski zvezi";"Èetrto rojstvo";0
"2013";"50+";"Rojeni v zakonski zvezi";"Peto rojstvo";0
"2013";"50+";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";0
"2013";"50+";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";0
"2013";"50+";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";0
"2013";"50+";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";0
"2013";"50+";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";0
"2013";"50+";"Rojeni zunaj zakonske zveze";"Peto rojstvo";0
"2013";"50+";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";0
"2014";"Pod 15";"Rojeni v zakonski zvezi";"Prvo rojstvo";0
"2014";"Pod 15";"Rojeni v zakonski zvezi";"Drugo rojstvo";0
"2014";"Pod 15";"Rojeni v zakonski zvezi";"Tretje rojstvo";0
"2014";"Pod 15";"Rojeni v zakonski zvezi";"Èetrto rojstvo";0
"2014";"Pod 15";"Rojeni v zakonski zvezi";"Peto rojstvo";0
"2014";"Pod 15";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";0
"2014";"Pod 15";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";1
"2014";"Pod 15";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";0
"2014";"Pod 15";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";0
"2014";"Pod 15";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";0
"2014";"Pod 15";"Rojeni zunaj zakonske zveze";"Peto rojstvo";0
"2014";"Pod 15";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";0
"2014";"15-19";"Rojeni v zakonski zvezi";"Prvo rojstvo";40
"2014";"15-19";"Rojeni v zakonski zvezi";"Drugo rojstvo";4
"2014";"15-19";"Rojeni v zakonski zvezi";"Tretje rojstvo";1
"2014";"15-19";"Rojeni v zakonski zvezi";"Èetrto rojstvo";0
"2014";"15-19";"Rojeni v zakonski zvezi";"Peto rojstvo";0
"2014";"15-19";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";0
"2014";"15-19";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";157
"2014";"15-19";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";27
"2014";"15-19";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";3
"2014";"15-19";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";0
"2014";"15-19";"Rojeni zunaj zakonske zveze";"Peto rojstvo";0
"2014";"15-19";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";0
"2014";"20-24";"Rojeni v zakonski zvezi";"Prvo rojstvo";467
"2014";"20-24";"Rojeni v zakonski zvezi";"Drugo rojstvo";228
"2014";"20-24";"Rojeni v zakonski zvezi";"Tretje rojstvo";27
"2014";"20-24";"Rojeni v zakonski zvezi";"Èetrto rojstvo";4
"2014";"20-24";"Rojeni v zakonski zvezi";"Peto rojstvo";5
"2014";"20-24";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";0
"2014";"20-24";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";1203
"2014";"20-24";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";273
"2014";"20-24";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";28
"2014";"20-24";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";11
"2014";"20-24";"Rojeni zunaj zakonske zveze";"Peto rojstvo";5
"2014";"20-24";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";5
"2014";"25-29";"Rojeni v zakonski zvezi";"Prvo rojstvo";1401
"2014";"25-29";"Rojeni v zakonski zvezi";"Drugo rojstvo";1261
"2014";"25-29";"Rojeni v zakonski zvezi";"Tretje rojstvo";245
"2014";"25-29";"Rojeni v zakonski zvezi";"Èetrto rojstvo";24
"2014";"25-29";"Rojeni v zakonski zvezi";"Peto rojstvo";7
"2014";"25-29";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";5
"2014";"25-29";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";2792
"2014";"25-29";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";1246
"2014";"25-29";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";133
"2014";"25-29";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";20
"2014";"25-29";"Rojeni zunaj zakonske zveze";"Peto rojstvo";9
"2014";"25-29";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";8
"2014";"30-34";"Rojeni v zakonski zvezi";"Prvo rojstvo";938
"2014";"30-34";"Rojeni v zakonski zvezi";"Drugo rojstvo";1588
"2014";"30-34";"Rojeni v zakonski zvezi";"Tretje rojstvo";633
"2014";"30-34";"Rojeni v zakonski zvezi";"Èetrto rojstvo";120
"2014";"30-34";"Rojeni v zakonski zvezi";"Peto rojstvo";24
"2014";"30-34";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";14
"2014";"30-34";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";2030
"2014";"30-34";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";1828
"2014";"30-34";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";304
"2014";"30-34";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";37
"2014";"30-34";"Rojeni zunaj zakonske zveze";"Peto rojstvo";20
"2014";"30-34";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";18
"2014";"35-39";"Rojeni v zakonski zvezi";"Prvo rojstvo";284
"2014";"35-39";"Rojeni v zakonski zvezi";"Drugo rojstvo";634
"2014";"35-39";"Rojeni v zakonski zvezi";"Tretje rojstvo";405
"2014";"35-39";"Rojeni v zakonski zvezi";"Èetrto rojstvo";144
"2014";"35-39";"Rojeni v zakonski zvezi";"Peto rojstvo";46
"2014";"35-39";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";23
"2014";"35-39";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";683
"2014";"35-39";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";826
"2014";"35-39";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";280
"2014";"35-39";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";60
"2014";"35-39";"Rojeni zunaj zakonske zveze";"Peto rojstvo";17
"2014";"35-39";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";11
"2014";"40-44";"Rojeni v zakonski zvezi";"Prvo rojstvo";43
"2014";"40-44";"Rojeni v zakonski zvezi";"Drugo rojstvo";67
"2014";"40-44";"Rojeni v zakonski zvezi";"Tretje rojstvo";71
"2014";"40-44";"Rojeni v zakonski zvezi";"Èetrto rojstvo";33
"2014";"40-44";"Rojeni v zakonski zvezi";"Peto rojstvo";14
"2014";"40-44";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";16
"2014";"40-44";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";106
"2014";"40-44";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";92
"2014";"40-44";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";55
"2014";"40-44";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";19
"2014";"40-44";"Rojeni zunaj zakonske zveze";"Peto rojstvo";6
"2014";"40-44";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";7
"2014";"45-49";"Rojeni v zakonski zvezi";"Prvo rojstvo";3
"2014";"45-49";"Rojeni v zakonski zvezi";"Drugo rojstvo";3
"2014";"45-49";"Rojeni v zakonski zvezi";"Tretje rojstvo";5
"2014";"45-49";"Rojeni v zakonski zvezi";"Èetrto rojstvo";2
"2014";"45-49";"Rojeni v zakonski zvezi";"Peto rojstvo";1
"2014";"45-49";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";0
"2014";"45-49";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";6
"2014";"45-49";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";5
"2014";"45-49";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";3
"2014";"45-49";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";0
"2014";"45-49";"Rojeni zunaj zakonske zveze";"Peto rojstvo";0
"2014";"45-49";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";1
"2014";"50+";"Rojeni v zakonski zvezi";"Prvo rojstvo";0
"2014";"50+";"Rojeni v zakonski zvezi";"Drugo rojstvo";0
"2014";"50+";"Rojeni v zakonski zvezi";"Tretje rojstvo";0
"2014";"50+";"Rojeni v zakonski zvezi";"Èetrto rojstvo";0
"2014";"50+";"Rojeni v zakonski zvezi";"Peto rojstvo";0
"2014";"50+";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";0
"2014";"50+";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";0
"2014";"50+";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";0
"2014";"50+";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";0
"2014";"50+";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";0
"2014";"50+";"Rojeni zunaj zakonske zveze";"Peto rojstvo";0
"2014";"50+";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";0
"2015";"Pod 15";"Rojeni v zakonski zvezi";"Prvo rojstvo";0
"2015";"Pod 15";"Rojeni v zakonski zvezi";"Drugo rojstvo";0
"2015";"Pod 15";"Rojeni v zakonski zvezi";"Tretje rojstvo";0
"2015";"Pod 15";"Rojeni v zakonski zvezi";"Èetrto rojstvo";0
"2015";"Pod 15";"Rojeni v zakonski zvezi";"Peto rojstvo";0
"2015";"Pod 15";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";0
"2015";"Pod 15";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";2
"2015";"Pod 15";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";0
"2015";"Pod 15";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";0
"2015";"Pod 15";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";0
"2015";"Pod 15";"Rojeni zunaj zakonske zveze";"Peto rojstvo";0
"2015";"Pod 15";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";0
"2015";"15-19";"Rojeni v zakonski zvezi";"Prvo rojstvo";40
"2015";"15-19";"Rojeni v zakonski zvezi";"Drugo rojstvo";3
"2015";"15-19";"Rojeni v zakonski zvezi";"Tretje rojstvo";0
"2015";"15-19";"Rojeni v zakonski zvezi";"Èetrto rojstvo";0
"2015";"15-19";"Rojeni v zakonski zvezi";"Peto rojstvo";0
"2015";"15-19";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";0
"2015";"15-19";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";145
"2015";"15-19";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";13
"2015";"15-19";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";6
"2015";"15-19";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";1
"2015";"15-19";"Rojeni zunaj zakonske zveze";"Peto rojstvo";0
"2015";"15-19";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";0
"2015";"20-24";"Rojeni v zakonski zvezi";"Prvo rojstvo";521
"2015";"20-24";"Rojeni v zakonski zvezi";"Drugo rojstvo";225
"2015";"20-24";"Rojeni v zakonski zvezi";"Tretje rojstvo";34
"2015";"20-24";"Rojeni v zakonski zvezi";"Èetrto rojstvo";6
"2015";"20-24";"Rojeni v zakonski zvezi";"Peto rojstvo";0
"2015";"20-24";"Rojeni v zakonski zvezi";"Šesto rojstvo ali veè";1
"2015";"20-24";"Rojeni zunaj zakonske zveze";"Prvo rojstvo";1075
"2015";"20-24";"Rojeni zunaj zakonske zveze";"Drugo rojstvo";257
"2015";"20-24";"Rojeni zunaj zakonske zveze";"Tretje rojstvo";26
"2015";"20-24";"Rojeni zunaj zakonske zveze";"Èetrto rojstvo";6
"2015";"20-24";"Rojeni zunaj zakonske zveze";"Peto rojstvo";2
"2015";"20-24";"Rojeni zunaj zakonske zveze";"Šesto rojstvo ali veè";0
"2015";"25-29";"Rojeni v zakonski zvezi";"Prvo rojstvo";1316
"2015";"25-29";"Rojeni v zakonski zvezi";"Drugo rojstvo";1143
"2015";"25-29";"Rojeni v zakonski zvezi";"Tretje rojstvo";264
"2015";"25-29";"Rojeni v zakonski zvezi";"Èetrto rojstvo";39
