"MESEC";"DAN V MESECU";Živorojeni
"2015M10";"26";59
"2015M10";"27";63
"2015M10";"28";50
"2015M10";"29";55
"2015M10";"30";52
"2015M10";"31";50
"2015M11";"1";39
"2015M11";"2";68
"2015M11";"3";51
"2015M11";"4";52
"2015M11";"5";56
"2015M11";"6";63
"2015M11";"7";51
"2015M11";"8";42
"2015M11";"9";55
"2015M11";"10";58
"2015M11";"11";56
"2015M11";"12";46
"2015M11";"13";60
"2015M11";"14";46
"2015M11";"15";52
"2015M11";"16";56
"2015M11";"17";67
"2015M11";"18";51
"2015M11";"19";60
"2015M11";"20";69
"2015M11";"21";44
"2015M11";"22";51
"2015M11";"23";65
"2015M11";"24";47
"2015M11";"25";58
"2015M11";"26";46
"2015M11";"27";53
"2015M11";"28";36
"2015M11";"29";50
"2015M11";"30";60
"2015M11";"31";-
"2015M12";"1";42
"2015M12";"2";56
"2015M12";"3";53
"2015M12";"4";68
"2015M12";"5";48
"2015M12";"6";53
"2015M12";"7";62
"2015M12";"8";46
"2015M12";"9";46
"2015M12";"10";55
"2015M12";"11";62
"2015M12";"12";39
"2015M12";"13";42
"2015M12";"14";63
"2015M12";"15";65
"2015M12";"16";66
"2015M12";"17";60
"2015M12";"18";46
"2015M12";"19";43
"2015M12";"20";46
"2015M12";"21";53
"2015M12";"22";51
"2015M12";"23";59
"2015M12";"24";39
"2015M12";"25";36
"2015M12";"26";36
"2015M12";"27";42
"2015M12";"28";44
"2015M12";"29";44
"2015M12";"30";49
"2015M12";"31";45
"2016M01";"1";42
"2016M01";"2";51
"2016M01";"3";41
"2016M01";"4";57
"2016M01";"5";56
"2016M01";"6";67
"2016M01";"7";51
"2016M01";"8";66
"2016M01";"9";45
"2016M01";"10";40
"2016M01";"11";57
"2016M01";"12";57
"2016M01";"13";59
"2016M01";"14";66
"2016M01";"15";45
"2016M01";"16";57
"2016M01";"17";48
"2016M01";"18";68
"2016M01";"19";62
"2016M01";"20";66
"2016M01";"21";68
"2016M01";"22";76
"2016M01";"23";49
"2016M01";"24";41
"2016M01";"25";57
"2016M01";"26";60
"2016M01";"27";54
"2016M01";"28";48
"2016M01";"29";57
"2016M01";"30";42
"2016M01";"31";49
"2016M02";"1";54
"2016M02";"2";64
"2016M02";"3";60
"2016M02";"4";49
"2016M02";"5";64
"2016M02";"6";46
"2016M02";"7";52
"2016M02";"8";46
"2016M02";"9";62
"2016M02";"10";62
"2016M02";"11";39
"2016M02";"12";55
"2016M02";"13";46
"2016M02";"14";48
"2016M02";"15";62
"2016M02";"16";52
"2016M02";"17";61
"2016M02";"18";47
"2016M02";"19";43
"2016M02";"20";39
"2016M02";"21";37
"2016M02";"22";65
"2016M02";"23";65
"2016M02";"24";56
"2016M02";"25";56
"2016M02";"26";75
"2016M02";"27";47
"2016M02";"28";35
"2016M02";"29";42
"2016M02";"30";-
"2016M02";"31";-
"2016M03";"1";66
"2016M03";"2";63
"2016M03";"3";62
"2016M03";"4";66
"2016M03";"5";39
"2016M03";"6";34
"2016M03";"7";62
"2016M03";"8";63
"2016M03";"9";57
"2016M03";"10";57
"2016M03";"11";54
"2016M03";"12";41
"2016M03";"13";52
"2016M03";"14";62
"2016M03";"15";51
"2016M03";"16";68
"2016M03";"17";51
"2016M03";"18";50
"2016M03";"19";48
"2016M03";"20";35
"2016M03";"21";47
"2016M03";"22";57
"2016M03";"23";60
"2016M03";"24";49
"2016M03";"25";73
"2016M03";"26";62
"2016M03";"27";44
"2016M03";"28";39
"2016M03";"29";59
"2016M03";"30";53
"2016M03";"31";60
"2016M04";"1";60
"2016M04";"2";59
"2016M04";"3";50
"2016M04";"4";62
"2016M04";"5";67
"2016M04";"6";51
"2016M04";"7";59
"2016M04";"8";64
"2016M04";"9";54
"2016M04";"10";37
"2016M04";"11";49
"2016M04";"12";55
"2016M04";"13";54
"2016M04";"14";56
"2016M04";"15";73
"2016M04";"16";48
"2016M04";"17";50
"2016M04";"18";52
"2016M04";"19";54
"2016M04";"20";57
"2016M04";"21";56
"2016M04";"22";63
"2016M04";"23";49
"2016M04";"24";36
"2016M04";"25";39
"2016M04";"26";60
"2016M04";"27";41
"2016M04";"28";59
"2016M04";"29";61
"2016M04";"30";55
"2016M04";"31";-
"2016M05";"1";42
"2016M05";"2";56
"2016M05";"3";49
"2016M05";"4";71
"2016M05";"5";56
"2016M05";"6";55
"2016M05";"7";39
"2016M05";"8";45
"2016M05";"9";68
"2016M05";"10";66
"2016M05";"11";45
"2016M05";"12";65
"2016M05";"13";48
"2016M05";"14";40
"2016M05";"15";40
"2016M05";"16";66
"2016M05";"17";55
"2016M05";"18";68
"2016M05";"19";57
"2016M05";"20";61
"2016M05";"21";44
"2016M05";"22";57
"2016M05";"23";68
"2016M05";"24";49
"2016M05";"25";57
"2016M05";"26";68
"2016M05";"27";53
"2016M05";"28";47
"2016M05";"29";59
"2016M05";"30";65
"2016M05";"31";57
"2016M06";"1";56
"2016M06";"2";66
"2016M06";"3";67
"2016M06";"4";35
"2016M06";"5";44
"2016M06";"6";62
"2016M06";"7";58
"2016M06";"8";67
"2016M06";"9";60
"2016M06";"10";64
"2016M06";"11";42
"2016M06";"12";35
"2016M06";"13";68
"2016M06";"14";55
"2016M06";"15";59
"2016M06";"16";54
"2016M06";"17";55
"2016M06";"18";46
"2016M06";"19";37
"2016M06";"20";70
"2016M06";"21";62
"2016M06";"22";80
"2016M06";"23";73
"2016M06";"24";58
"2016M06";"25";47
"2016M06";"26";55
"2016M06";"27";60
"2016M06";"28";54
"2016M06";"29";59
"2016M06";"30";62
"2016M06";"31";-
"2016M07";"1";60
"2016M07";"2";46
"2016M07";"3";40
"2016M07";"4";60
"2016M07";"5";68
"2016M07";"6";57
"2016M07";"7";56
"2016M07";"8";83
"2016M07";"9";58
"2016M07";"10";51
"2016M07";"11";51
"2016M07";"12";52
"2016M07";"13";65
"2016M07";"14";65
"2016M07";"15";69
"2016M07";"16";52
"2016M07";"17";37
"2016M07";"18";72
"2016M07";"19";82
"2016M07";"20";83
"2016M07";"21";83
"2016M07";"22";65
"2016M07";"23";41
"2016M07";"24";57
"2016M07";"25";67
"2016M07";"26";54
"2016M07";"27";74
"2016M07";"28";73
"2016M07";"29";78
"2016M07";"30";46
"2016M07";"31";53
"2016M08";"1";64
"2016M08";"2";53
"2016M08";"3";66
"2016M08";"4";61
"2016M08";"5";70
"2016M08";"6";51
"2016M08";"7";42
"2016M08";"8";72
"2016M08";"9";54
"2016M08";"10";55
"2016M08";"11";58
"2016M08";"12";66
"2016M08";"13";58
"2016M08";"14";61
"2016M08";"15";52
"2016M08";"16";68
"2016M08";"17";72
"2016M08";"18";53
"2016M08";"19";56
"2016M08";"20";53
"2016M08";"21";57
"2016M08";"22";72
"2016M08";"23";75
"2016M08";"24";61
"2016M08";"25";55
"2016M08";"26";68
"2016M08";"27";56
"2016M08";"28";56
"2016M08";"29";50
"2016M08";"30";71
"2016M08";"31";56
"2016M09";"1";58
"2016M09";"2";79
"2016M09";"3";45
"2016M09";"4";39
"2016M09";"5";71
"2016M09";"6";68
"2016M09";"7";62
"2016M09";"8";62
"2016M09";"9";71
"2016M09";"10";43
"2016M09";"11";40
"2016M09";"12";92
"2016M09";"13";42
"2016M09";"14";74
"2016M09";"15";66
"2016M09";"16";71
"2016M09";"17";59
"2016M09";"18";56
"2016M09";"19";78
"2016M09";"20";79
"2016M09";"21";67
"2016M09";"22";54
"2016M09";"23";67
"2016M09";"24";55
"2016M09";"25";52
"2016M09";"26";60
"2016M09";"27";52
"2016M09";"28";58
"2016M09";"29";56
"2016M09";"30";76
"2016M09";"31";-
"2016M10";"1";55
"2016M10";"2";48
"2016M10";"3";76
"2016M10";"4";67
"2016M10";"5";56
"2016M10";"6";55
"2016M10";"7";69
"2016M10";"8";38
"2016M10";"9";42
"2016M10";"10";73
"2016M10";"11";57
"2016M10";"12";54
"2016M10";"13";50
"2016M10";"14";58
"2016M10";"15";36
"2016M10";"16";54
"2016M10";"17";54
"2016M10";"18";34
"2016M10";"19";62
"2016M10";"20";49
"2016M10";"21";73
"2016M10";"22";53
"2016M10";"23";45
"2016M10";"24";51
"2016M10";"25";48
"2016M10";"26";47
"2016M10";"27";66
"2016M10";"28";63
"2016M10";"29";55
"2016M10";"30";35
"2016M10";"31";53
"2016M11";"1";33
"2016M11";"2";71
"2016M11";"3";64
"2016M11";"4";59
"2016M11";"5";39
"2016M11";"6";43
"2016M11";"7";62
"2016M11";"8";75
"2016M11";"9";55
"2016M11";"10";54
"2016M11";"11";58
"2016M11";"12";51
"2016M11";"13";39
"2016M11";"14";37
"2016M11";"15";57
"2016M11";"16";52
"2016M11";"17";69
"2016M11";"18";49
"2016M11";"19";40
"2016M11";"20";44
"2016M11";"21";53
"2016M11";"22";48
"2016M11";"23";53
"2016M11";"24";46
"2016M11";"25";46
"2016M11";"26";39
"2016M11";"27";49
"2016M11";"28";63
"2016M11";"29";51
"2016M11";"30";46
"2016M11";"31";-
"2016M12";"1";60
"2016M12";"2";59
"2016M12";"3";48
"2016M12";"4";41
"2016M12";"5";55
"2016M12";"6";58
"2016M12";"7";53
"2016M12";"8";51
"2016M12";"9";48
"2016M12";"10";56
"2016M12";"11";34
"2016M12";"12";40
"2016M12";"13";59
"2016M12";"14";47
"2016M12";"15";49
"2016M12";"16";62
"2016M12";"17";41
"2016M12";"18";32
"2016M12";"19";57
"2016M12";"20";50
"2016M12";"21";54
"2016M12";"22";54
"2016M12";"23";62
"2016M12";"24";37
"2016M12";"25";36
"2016M12";"26";41
"2016M12";"27";49
"2016M12";"28";62
"2016M12";"29";51
"2016M12";"30";48
"2016M12";"31";47
"2017M01";"1";37
"2017M01";"2";37
"2017M01";"3";54
"2017M01";"4";65
"2017M01";"5";46
"2017M01";"6";67
"2017M01";"7";44
"2017M01";"8";40
"2017M01";"9";55
"2017M01";"10";56
"2017M01";"11";68
"2017M01";"12";62
"2017M01";"13";57
"2017M01";"14";36
"2017M01";"15";34
"2017M01";"16";62
"2017M01";"17";55
"2017M01";"18";53
"2017M01";"19";65
"2017M01";"20";51
"2017M01";"21";53
"2017M01";"22";38
"2017M01";"23";54
"2017M01";"24";79
"2017M01";"25";61
"2017M01";"26";51
"2017M01";"27";60
"2017M01";"28";45
"2017M01";"29";39
"2017M01";"30";54
"2017M01";"31";48
"2017M02";"1";49
"2017M02";"2";67
"2017M02";"3";46
"2017M02";"4";43
"2017M02";"5";42
"2017M02";"6";70
"2017M02";"7";56
"2017M02";"8";52
"2017M02";"9";73
"2017M02";"10";71
"2017M02";"11";38
"2017M02";"12";30
"2017M02";"13";58
"2017M02";"14";59
"2017M02";"15";61
"2017M02";"16";60
"2017M02";"17";61
"2017M02";"18";44
"2017M02";"19";45
"2017M02";"20";56
"2017M02";"21";56
"2017M02";"22";50
"2017M02";"23";61
"2017M02";"24";60
"2017M02";"25";51
"2017M02";"26";33
"2017M02";"27";58
"2017M02";"28";53
"2017M02";"29";-
"2017M02";"30";-
"2017M02";"31";-
"2017M03";"1";51
"2017M03";"2";40
"2017M03";"3";51
"2017M03";"4";60
"2017M03";"5";46
"2017M03";"6";47
"2017M03";"7";58
"2017M03";"8";71
"2017M03";"9";55
"2017M03";"10";56
"2017M03";"11";42
"2017M03";"12";47
"2017M03";"13";65
"2017M03";"14";71
"2017M03";"15";71
"2017M03";"16";61
"2017M03";"17";52
"2017M03";"18";45
"2017M03";"19";43
"2017M03";"20";55
"2017M03";"21";52
"2017M03";"22";51
"2017M03";"23";58
"2017M03";"24";54
"2017M03";"25";39
"2017M03";"26";31
"2017M03";"27";51
"2017M03";"28";45
"2017M03";"29";46
"2017M03";"30";55
"2017M03";"31";70
"2017M04";"1";45
"2017M04";"2";37
"2017M04";"3";56
"2017M04";"4";57
"2017M04";"5";47
"2017M04";"6";66
"2017M04";"7";54
"2017M04";"8";52
"2017M04";"9";48
"2017M04";"10";47
"2017M04";"11";69
"2017M04";"12";76
"2017M04";"13";51
"2017M04";"14";48
"2017M04";"15";47
"2017M04";"16";33
"2017M04";"17";33
"2017M04";"18";54
"2017M04";"19";79
"2017M04";"20";66
"2017M04";"21";65
"2017M04";"22";53
"2017M04";"23";41
"2017M04";"24";58
"2017M04";"25";66
"2017M04";"26";68
"2017M04";"27";47
"2017M04";"28";72
"2017M04";"29";51
"2017M04";"30";42
"2017M04";"31";-
"2017M05";"1";48
"2017M05";"2";48
"2017M05";"3";66
"2017M05";"4";62
"2017M05";"5";59
"2017M05";"6";40
"2017M05";"7";51
"2017M05";"8";59
"2017M05";"9";48
"2017M05";"10";54
"2017M05";"11";44
"2017M05";"12";68
"2017M05";"13";55
"2017M05";"14";53
"2017M05";"15";49
"2017M05";"16";59
"2017M05";"17";57
"2017M05";"18";57
"2017M05";"19";66
"2017M05";"20";58
"2017M05";"21";38
"2017M05";"22";62
"2017M05";"23";61
"2017M05";"24";66
"2017M05";"25";61
"2017M05";"26";49
"2017M05";"27";57
"2017M05";"28";50
"2017M05";"29";55
"2017M05";"30";61
"2017M05";"31";72
"2017M06";"1";62
"2017M06";"2";77
"2017M06";"3";51
"2017M06";"4";47
"2017M06";"5";62
"2017M06";"6";62
"2017M06";"7";56
"2017M06";"8";58
"2017M06";"9";70
"2017M06";"10";54
"2017M06";"11";49
"2017M06";"12";65
"2017M06";"13";64
"2017M06";"14";62
"2017M06";"15";73
"2017M06";"16";74
"2017M06";"17";44
"2017M06";"18";37
"2017M06";"19";55
"2017M06";"20";59
"2017M06";"21";53
"2017M06";"22";64
"2017M06";"23";72
"2017M06";"24";47
"2017M06";"25";57
"2017M06";"26";52
"2017M06";"27";58
"2017M06";"28";54
"2017M06";"29";61
"2017M06";"30";52
"2017M06";"31";-
"2017M07";"1";48
"2017M07";"2";32
"2017M07";"3";50
"2017M07";"4";61
"2017M07";"5";65
"2017M07";"6";67
"2017M07";"7";78
"2017M07";"8";56
"2017M07";"9";49
"2017M07";"10";80
"2017M07";"11";68
"2017M07";"12";47
"2017M07";"13";67
"2017M07";"14";70
"2017M07";"15";43
"2017M07";"16";61
"2017M07";"17";64
"2017M07";"18";58
"2017M07";"19";63
"2017M07";"20";77
"2017M07";"21";61
"2017M07";"22";62
"2017M07";"23";42
"2017M07";"24";76
"2017M07";"25";57
"2017M07";"26";68
"2017M07";"27";69
"2017M07";"28";81
"2017M07";"29";51
"2017M07";"30";51
"2017M07";"31";62
"2017M08";"1";60
"2017M08";"2";59
"2017M08";"3";62
"2017M08";"4";53
"2017M08";"5";55
"2017M08";"6";57
"2017M08";"7";73
"2017M08";"8";75
"2017M08";"9";69
"2017M08";"10";64
"2017M08";"11";68
"2017M08";"12";56
"2017M08";"13";48
"2017M08";"14";73
"2017M08";"15";48
"2017M08";"16";58
"2017M08";"17";84
"2017M08";"18";77
"2017M08";"19";53
"2017M08";"20";45
"2017M08";"21";53
"2017M08";"22";59
"2017M08";"23";68
"2017M08";"24";67
"2017M08";"25";67
"2017M08";"26";50
"2017M08";"27";31
"2017M08";"28";82
"2017M08";"29";53
"2017M08";"30";67
"2017M08";"31";59
"2017M09";"1";85
"2017M09";"2";48
"2017M09";"3";48
"2017M09";"4";58
"2017M09";"5";56
"2017M09";"6";64
"2017M09";"7";70
"2017M09";"8";62
"2017M09";"9";49
"2017M09";"10";40
"2017M09";"11";61
"2017M09";"12";66
"2017M09";"13";46
"2017M09";"14";54
"2017M09";"15";61
"2017M09";"16";51
"2017M09";"17";60
"2017M09";"18";45
"2017M09";"19";68
"2017M09";"20";60
"2017M09";"21";61
"2017M09";"22";73
"2017M09";"23";49
"2017M09";"24";41
"2017M09";"25";67
"2017M09";"26";68
"2017M09";"27";67
"2017M09";"28";62
"2017M09";"29";77
"2017M09";"30";48
"2017M09";"31";-
"2017M10";"1";55
"2017M10";"2";72
"2017M10";"3";57
"2017M10";"4";57
"2017M10";"5";72
"2017M10";"6";49
"2017M10";"7";48
"2017M10";"8";46
"2017M10";"9";56
"2017M10";"10";58
"2017M10";"11";52
"2017M10";"12";66
"2017M10";"13";67
"2017M10";"14";46
"2017M10";"15";50
"2017M10";"16";64
"2017M10";"17";68
"2017M10";"18";59
"2017M10";"19";63
"2017M10";"20";58
"2017M10";"21";34
"2017M10";"22";48
"2017M10";"23";59
"2017M10";"24";58
"2017M10";"25";61
"2017M10";"26";62
"2017M10";"27";56
"2017M10";"28";54
"2017M10";"29";42
"2017M10";"30";57
"2017M10";"31";59
"2017M11";"1";45
"2017M11";"2";59
"2017M11";"3";71
"2017M11";"4";46
"2017M11";"5";36
"2017M11";"6";58
"2017M11";"7";63
"2017M11";"8";51
"2017M11";"9";64
"2017M11";"10";65
"2017M11";"11";58
"2017M11";"12";35
"2017M11";"13";47
"2017M11";"14";49
"2017M11";"15";60
"2017M11";"16";46
"2017M11";"17";58
"2017M11";"18";35
"2017M11";"19";32
"2017M11";"20";38
"2017M11";"21";48
"2017M11";"22";51
"2017M11";"23";50
"2017M11";"24";56
"2017M11";"25";54
"2017M11";"26";42
"2017M11";"27";58
"2017M11";"28";49
"2017M11";"29";63
"2017M11";"30";61
"2017M11";"31";-
"2017M12";"1";54
"2017M12";"2";37
"2017M12";"3";24
"2017M12";"4";40
"2017M12";"5";66
"2017M12";"6";47
"2017M12";"7";62
"2017M12";"8";58
"2017M12";"9";37
"2017M12";"10";48
"2017M12";"11";59
"2017M12";"12";42
"2017M12";"13";63
"2017M12";"14";58
"2017M12";"15";67
"2017M12";"16";38
"2017M12";"17";35
"2017M12";"18";57
"2017M12";"19";53
"2017M12";"20";42
"2017M12";"21";54
"2017M12";"22";57
"2017M12";"23";43
"2017M12";"24";48
"2017M12";"25";45
"2017M12";"26";41
"2017M12";"27";53
"2017M12";"28";58
"2017M12";"29";46
"2017M12";"30";43
"2017M12";"31";43
"2018M01";"1";54
"2018M01";"2";38
"2018M01";"3";48
"2018M01";"4";56
"2018M01";"5";65
"2018M01";"6";46
"2018M01";"7";37
"2018M01";"8";61
"2018M01";"9";55
"2018M01";"10";57
"2018M01";"11";55
"2018M01";"12";67
"2018M01";"13";44
"2018M01";"14";50
"2018M01";"15";49
"2018M01";"16";40
"2018M01";"17";57
"2018M01";"18";39
"2018M01";"19";65
"2018M01";"20";48
"2018M01";"21";43
"2018M01";"22";63
"2018M01";"23";53
"2018M01";"24";61
"2018M01";"25";61
"2018M01";"26";51
"2018M01";"27";45
"2018M01";"28";50
"2018M01";"29";56
"2018M01";"30";55
"2018M01";"31";59
"2018M02";"1";59
"2018M02";"2";65
"2018M02";"3";48
"2018M02";"4";39
"2018M02";"5";55
"2018M02";"6";63
"2018M02";"7";54
"2018M02";"8";45
"2018M02";"9";57
"2018M02";"10";48
"2018M02";"11";49
"2018M02";"12";68
"2018M02";"13";49
"2018M02";"14";56
"2018M02";"15";54
"2018M02";"16";67
"2018M02";"17";55
"2018M02";"18";43
"2018M02";"19";47
"2018M02";"20";49
"2018M02";"21";57
"2018M02";"22";52
"2018M02";"23";47
"2018M02";"24";46
"2018M02";"25";40
"2018M02";"26";53
"2018M02";"27";51
"2018M02";"28";48
"2018M02";"29";-
"2018M02";"30";-
"2018M02";"31";-
"2018M03";"1";61
"2018M03";"2";48
"2018M03";"3";52
"2018M03";"4";41
"2018M03";"5";67
"2018M03";"6";49
"2018M03";"7";57
"2018M03";"8";56
"2018M03";"9";52
"2018M03";"10";32
"2018M03";"11";48
"2018M03";"12";48
"2018M03";"13";72
"2018M03";"14";52
"2018M03";"15";46
"2018M03";"16";56
"2018M03";"17";38
"2018M03";"18";41
"2018M03";"19";59
"2018M03";"20";54
"2018M03";"21";48
"2018M03";"22";47
"2018M03";"23";57
"2018M03";"24";36
"2018M03";"25";42
"2018M03";"26";66
"2018M03";"27";57
"2018M03";"28";64
"2018M03";"29";63
"2018M03";"30";58
"2018M03";"31";44
"2018M04";"1";30
"2018M04";"2";41
"2018M04";"3";61
"2018M04";"4";54
"2018M04";"5";55
"2018M04";"6";61
"2018M04";"7";38
"2018M04";"8";42
"2018M04";"9";56
"2018M04";"10";61
"2018M04";"11";41
"2018M04";"12";56
"2018M04";"13";52
"2018M04";"14";40
"2018M04";"15";37
"2018M04";"16";52
"2018M04";"17";43
"2018M04";"18";62
"2018M04";"19";59
"2018M04";"20";60
"2018M04";"21";46
"2018M04";"22";42
"2018M04";"23";51
"2018M04";"24";81
"2018M04";"25";53
"2018M04";"26";66
"2018M04";"27";48
"2018M04";"28";41
"2018M04";"29";48
"2018M04";"30";48
"2018M04";"31";-
"2018M05";"1";49
"2018M05";"2";42
"2018M05";"3";58
"2018M05";"4";61
"2018M05";"5";61
"2018M05";"6";44
"2018M05";"7";56
"2018M05";"8";57
"2018M05";"9";60
"2018M05";"10";61
"2018M05";"11";73
"2018M05";"12";36
"2018M05";"13";38
"2018M05";"14";58
"2018M05";"15";53
"2018M05";"16";58
"2018M05";"17";72
"2018M05";"18";43
"2018M05";"19";42
"2018M05";"20";48
"2018M05";"21";56
"2018M05";"22";47
"2018M05";"23";63
"2018M05";"24";67
"2018M05";"25";57
"2018M05";"26";45
"2018M05";"27";39
"2018M05";"28";54
"2018M05";"29";64
"2018M05";"30";63
"2018M05";"31";55
"2018M06";"1";76
"2018M06";"2";35
"2018M06";"3";39
"2018M06";"4";65
"2018M06";"5";62
"2018M06";"6";62
"2018M06";"7";54
"2018M06";"8";57
"2018M06";"9";47
"2018M06";"10";49
"2018M06";"11";51
"2018M06";"12";51
"2018M06";"13";54
"2018M06";"14";54
"2018M06";"15";68
"2018M06";"16";56
"2018M06";"17";41
"2018M06";"18";64
"2018M06";"19";69
"2018M06";"20";64
"2018M06";"21";54
"2018M06";"22";71
"2018M06";"23";33
"2018M06";"24";44
"2018M06";"25";49
"2018M06";"26";60
"2018M06";"27";72
"2018M06";"28";57
"2018M06";"29";68
"2018M06";"30";54
"2018M06";"31";-
"2018M07";"1";45
"2018M07";"2";54
"2018M07";"3";68
"2018M07";"4";72
"2018M07";"5";83
"2018M07";"6";61
"2018M07";"7";48
"2018M07";"8";45
"2018M07";"9";69
"2018M07";"10";61
"2018M07";"11";65
"2018M07";"12";56
"2018M07";"13";71
"2018M07";"14";46
"2018M07";"15";46
"2018M07";"16";63
"2018M07";"17";79
"2018M07";"18";65
"2018M07";"19";45
"2018M07";"20";44
"2018M07";"21";54
"2018M07";"22";56
"2018M07";"23";59
"2018M07";"24";60
"2018M07";"25";70
"2018M07";"26";61
"2018M07";"27";62
"2018M07";"28";41
"2018M07";"29";38
"2018M07";"30";59
"2018M07";"31";65
"2018M08";"1";62
"2018M08";"2";79
"2018M08";"3";67
"2018M08";"4";51
"2018M08";"5";52
"2018M08";"6";57
"2018M08";"7";66
"2018M08";"8";66
"2018M08";"9";54
"2018M08";"10";66
"2018M08";"11";43
"2018M08";"12";43
"2018M08";"13";56
"2018M08";"14";67
"2018M08";"15";33
"2018M08";"16";67
"2018M08";"17";61
"2018M08";"18";47
"2018M08";"19";51
"2018M08";"20";57
"2018M08";"21";53
"2018M08";"22";59
"2018M08";"23";69
"2018M08";"24";61
"2018M08";"25";43
"2018M08";"26";38
"2018M08";"27";66
"2018M08";"28";62
"2018M08";"29";56
"2018M08";"30";67
"2018M08";"31";55
"2018M09";"1";49
"2018M09";"2";35
"2018M09";"3";64
"2018M09";"4";58
"2018M09";"5";62
"2018M09";"6";57
"2018M09";"7";56
"2018M09";"8";50
"2018M09";"9";40
"2018M09";"10";60
"2018M09";"11";65
"2018M09";"12";68
"2018M09";"13";70
"2018M09";"14";56
"2018M09";"15";41
"2018M09";"16";45
"2018M09";"17";55
"2018M09";"18";69
"2018M09";"19";64
"2018M09";"20";68
"2018M09";"21";72
"2018M09";"22";43
"2018M09";"23";45
"2018M09";"24";53
"2018M09";"25";73
"2018M09";"26";56
"2018M09";"27";64
"2018M09";"28";68
"2018M09";"29";46
"2018M09";"30";38
"2018M09";"31";-
"2018M10";"1";57
"2018M10";"2";45
"2018M10";"3";78
"2018M10";"4";60
"2018M10";"5";74
"2018M10";"6";43
"2018M10";"7";31
"2018M10";"8";63
"2018M10";"9";54
"2018M10";"10";56
"2018M10";"11";60
"2018M10";"12";48
"2018M10";"13";41
"2018M10";"14";38
"2018M10";"15";52
"2018M10";"16";50
"2018M10";"17";56
"2018M10";"18";71
"2018M10";"19";47
"2018M10";"20";52
"2018M10";"21";52
"2018M10";"22";58
"2018M10";"23";54
"2018M10";"24";67
"2018M10";"25";65
"2018M10";"26";64
"2018M10";"27";48
"2018M10";"28";44
"2018M10";"29";48
"2018M10";"30";53
"2018M10";"31";42
"2018M11";"1";33
"2018M11";"2";64
"2018M11";"3";42
"2018M11";"4";50
"2018M11";"5";67
"2018M11";"6";61
"2018M11";"7";57
"2018M11";"8";61
"2018M11";"9";56
"2018M11";"10";53
"2018M11";"11";25
"2018M11";"12";65
"2018M11";"13";54
"2018M11";"14";44
"2018M11";"15";50
"2018M11";"16";62
"2018M11";"17";36
"2018M11";"18";45
"2018M11";"19";57
"2018M11";"20";56
"2018M11";"21";58
"2018M11";"22";52
"2018M11";"23";61
"2018M11";"24";35
"2018M11";"25";45
"2018M11";"26";61
"2018M11";"27";55
"2018M11";"28";59
"2018M11";"29";48
"2018M11";"30";48
"2018M11";"31";-
"2018M12";"1";30
"2018M12";"2";36
"2018M12";"3";55
"2018M12";"4";59
"2018M12";"5";66
"2018M12";"6";54
"2018M12";"7";55
"2018M12";"8";30
"2018M12";"9";34
"2018M12";"10";54
"2018M12";"11";47
"2018M12";"12";50
"2018M12";"13";43
"2018M12";"14";53
"2018M12";"15";42
"2018M12";"16";30
"2018M12";"17";65
"2018M12";"18";54
"2018M12";"19";67
"2018M12";"20";58
"2018M12";"21";57
"2018M12";"22";52
"2018M12";"23";39
"2018M12";"24";56
"2018M12";"25";27
"2018M12";"26";33
"2018M12";"27";51
"2018M12";"28";49
"2018M12";"29";41
"2018M12";"30";37
"2018M12";"31";67
