"","leto","mesec","dan","rojeni"
"1855",2014,1,29,58
"1856",2014,1,30,65
"1857",2014,1,31,55
"1858",2014,2,1,44
"1859",2014,2,2,48
"1860",2014,2,3,54
"1861",2014,2,4,57
"1862",2014,2,5,51
"1863",2014,2,6,69
"1864",2014,2,7,61
"1865",2014,2,8,40
"1866",2014,2,9,36
"1867",2014,2,10,54
"1868",2014,2,11,55
"1869",2014,2,12,56
"1870",2014,2,13,56
"1871",2014,2,14,67
"1872",2014,2,15,47
"1873",2014,2,16,50
"1874",2014,2,17,53
"1875",2014,2,18,60
"1876",2014,2,19,57
"1877",2014,2,20,63
"1878",2014,2,21,60
"1879",2014,2,22,56
"1880",2014,2,23,39
"1881",2014,2,24,53
"1882",2014,2,25,70
"1883",2014,2,26,60
"1884",2014,2,27,52
"1885",2014,2,28,64
"1886",2014,3,1,55
"1887",2014,3,2,52
"1888",2014,3,3,68
"1889",2014,3,4,51
"1890",2014,3,5,43
"1891",2014,3,6,57
"1892",2014,3,7,67
"1893",2014,3,8,52
"1894",2014,3,9,35
"1895",2014,3,10,56
"1896",2014,3,11,60
"1897",2014,3,12,65
"1898",2014,3,13,57
"1899",2014,3,14,58
"1900",2014,3,15,52
"1901",2014,3,16,58
"1902",2014,3,17,61
"1903",2014,3,18,59
"1904",2014,3,19,58
"1905",2014,3,20,56
"1906",2014,3,21,57
"1907",2014,3,22,55
"1908",2014,3,23,43
"1909",2014,3,24,58
"1910",2014,3,25,51
"1911",2014,3,26,52
"1912",2014,3,27,55
"1913",2014,3,28,66
"1914",2014,3,29,46
"1915",2014,3,30,43
"1916",2014,3,31,55
"1917",2014,4,1,51
"1918",2014,4,2,51
"1919",2014,4,3,63
"1920",2014,4,4,59
"1921",2014,4,5,41
"1922",2014,4,6,39
"1923",2014,4,7,64
"1924",2014,4,8,70
"1925",2014,4,9,72
"1926",2014,4,10,63
"1927",2014,4,11,72
"1928",2014,4,12,45
"1929",2014,4,13,41
"1930",2014,4,14,69
"1931",2014,4,15,64
"1932",2014,4,16,65
"1933",2014,4,17,61
"1934",2014,4,18,61
"1935",2014,4,19,59
"1936",2014,4,20,41
"1937",2014,4,21,41
"1938",2014,4,22,78
"1939",2014,4,23,62
"1940",2014,4,24,76
"1941",2014,4,25,79
"1942",2014,4,26,56
"1943",2014,4,27,41
"1944",2014,4,28,73
"1945",2014,4,29,66
"1946",2014,4,30,71
"1947",2014,5,1,55
"1948",2014,5,2,55
"1949",2014,5,3,51
"1950",2014,5,4,45
"1951",2014,5,5,64
"1952",2014,5,6,71
"1953",2014,5,7,68
"1954",2014,5,8,62
"1955",2014,5,9,54
"1956",2014,5,10,44
"1957",2014,5,11,43
"1958",2014,5,12,67
"1959",2014,5,13,61
"1960",2014,5,14,61
"1961",2014,5,15,56
"1962",2014,5,16,58
"1963",2014,5,17,52
"1964",2014,5,18,40
"1965",2014,5,19,57
"1966",2014,5,20,59
"1967",2014,5,21,61
"1968",2014,5,22,78
"1969",2014,5,23,56
"1970",2014,5,24,62
"1971",2014,5,25,35
"1972",2014,5,26,70
"1973",2014,5,27,65
"1974",2014,5,28,62
"1975",2014,5,29,66
"1976",2014,5,30,73
"1977",2014,5,31,55
"1978",2014,6,1,39
"1979",2014,6,2,58
"1980",2014,6,3,59
"1981",2014,6,4,54
"1982",2014,6,5,63
"1983",2014,6,6,70
"1984",2014,6,7,49
"1985",2014,6,8,44
"1986",2014,6,9,69
"1987",2014,6,10,67
"1988",2014,6,11,69
"1989",2014,6,12,67
"1990",2014,6,13,59
"1991",2014,6,14,51
"1992",2014,6,15,44
"1993",2014,6,16,52
"1994",2014,6,17,66
"1995",2014,6,18,68
"1996",2014,6,19,55
"1997",2014,6,20,62
"1998",2014,6,21,56
"1999",2014,6,22,56
"2000",2014,6,23,60
"2001",2014,6,24,74
"2002",2014,6,25,50
"2003",2014,6,26,64
"2004",2014,6,27,75
"2005",2014,6,28,50
"2006",2014,6,29,51
"2007",2014,6,30,66
"2008",2014,7,1,61
"2009",2014,7,2,59
"2010",2014,7,3,70
"2011",2014,7,4,65
"2012",2014,7,5,47
"2013",2014,7,6,40
"2014",2014,7,7,65
"2015",2014,7,8,63
"2016",2014,7,9,61
"2017",2014,7,10,73
"2018",2014,7,11,76
"2019",2014,7,12,48
"2020",2014,7,13,63
"2021",2014,7,14,87
"2022",2014,7,15,64
"2023",2014,7,16,73
"2024",2014,7,17,73
"2025",2014,7,18,50
"2026",2014,7,19,68
"2027",2014,7,20,60
"2028",2014,7,21,68
"2029",2014,7,22,57
"2030",2014,7,23,75
"2031",2014,7,24,74
"2032",2014,7,25,63
"2033",2014,7,26,56
"2034",2014,7,27,36
"2035",2014,7,28,64
"2036",2014,7,29,66
"2037",2014,7,30,70
"2038",2014,7,31,59
"2039",2014,8,1,60
"2040",2014,8,2,58
"2041",2014,8,3,60
"2042",2014,8,4,77
"2043",2014,8,5,79
"2044",2014,8,6,63
"2045",2014,8,7,66
"2046",2014,8,8,67
"2047",2014,8,9,54
"2048",2014,8,10,52
"2049",2014,8,11,80
"2050",2014,8,12,55
"2051",2014,8,13,62
"2052",2014,8,14,84
"2053",2014,8,15,56
"2054",2014,8,16,51
"2055",2014,8,17,58
"2056",2014,8,18,63
"2057",2014,8,19,60
"2058",2014,8,20,64
"2059",2014,8,21,77
"2060",2014,8,22,72
"2061",2014,8,23,42
"2062",2014,8,24,39
"2063",2014,8,25,70
"2064",2014,8,26,53
"2065",2014,8,27,75
"2066",2014,8,28,63
"2067",2014,8,29,71
"2068",2014,8,30,60
"2069",2014,8,31,43
"2070",2014,9,1,68
"2071",2014,9,2,54
"2072",2014,9,3,52
"2073",2014,9,4,65
"2074",2014,9,5,65
"2075",2014,9,6,48
"2076",2014,9,7,29
"2077",2014,9,8,58
"2078",2014,9,9,69
"2079",2014,9,10,69
"2080",2014,9,11,68
"2081",2014,9,12,62
"2082",2014,9,13,54
"2083",2014,9,14,43
"2084",2014,9,15,65
"2085",2014,9,16,84
"2086",2014,9,17,71
"2087",2014,9,18,73
"2088",2014,9,19,72
"2089",2014,9,20,65
"2090",2014,9,21,47
"2091",2014,9,22,70
"2092",2014,9,23,67
"2093",2014,9,24,70
"2094",2014,9,25,61
"2095",2014,9,26,72
"2096",2014,9,27,49
"2097",2014,9,28,46
"2098",2014,9,29,71
"2099",2014,9,30,58
"2100",2014,10,1,78
"2101",2014,10,2,64
"2102",2014,10,3,62
"2103",2014,10,4,54
"2104",2014,10,5,42
"2105",2014,10,6,77
"2106",2014,10,7,70
"2107",2014,10,8,57
"2108",2014,10,9,53
"2109",2014,10,10,77
"2110",2014,10,11,40
"2111",2014,10,12,42
"2112",2014,10,13,66
"2113",2014,10,14,57
"2114",2014,10,15,71
"2115",2014,10,16,68
"2116",2014,10,17,68
"2117",2014,10,18,46
"2118",2014,10,19,50
"2119",2014,10,20,63
"2120",2014,10,21,69
"2121",2014,10,22,61
"2122",2014,10,23,62
"2123",2014,10,24,62
"2124",2014,10,25,41
"2125",2014,10,26,59
"2126",2014,10,27,55
"2127",2014,10,28,63
"2128",2014,10,29,71
"2129",2014,10,30,57
"2130",2014,10,31,48
"2131",2014,11,1,41
"2132",2014,11,2,52
"2133",2014,11,3,60
"2134",2014,11,4,60
"2135",2014,11,5,55
"2136",2014,11,6,71
"2137",2014,11,7,61
"2138",2014,11,8,54
"2139",2014,11,9,42
"2140",2014,11,10,63
"2141",2014,11,11,63
"2142",2014,11,12,60
"2143",2014,11,13,49
"2144",2014,11,14,60
"2145",2014,11,15,33
"2146",2014,11,16,44
"2147",2014,11,17,64
"2148",2014,11,18,46
"2149",2014,11,19,41
"2150",2014,11,20,56
"2151",2014,11,21,61
"2152",2014,11,22,53
"2153",2014,11,23,35
"2154",2014,11,24,56
"2155",2014,11,25,56
"2156",2014,11,26,52
"2157",2014,11,27,51
"2158",2014,11,28,61
"2159",2014,11,29,53
"2160",2014,11,30,35
"2161",2014,12,1,57
"2162",2014,12,2,56
"2163",2014,12,3,59
"2164",2014,12,4,52
"2165",2014,12,5,56
"2166",2014,12,6,35
"2167",2014,12,7,42
"2168",2014,12,8,64
"2169",2014,12,9,64
"2170",2014,12,10,37
"2171",2014,12,11,54
"2172",2014,12,12,63
"2173",2014,12,13,38
"2174",2014,12,14,33
"2175",2014,12,15,56
"2176",2014,12,16,66
"2177",2014,12,17,63
"2178",2014,12,18,61
"2179",2014,12,19,60
"2180",2014,12,20,41
"2181",2014,12,21,44
"2182",2014,12,22,64
"2183",2014,12,23,58
"2184",2014,12,24,62
"2185",2014,12,25,43
"2186",2014,12,26,45
"2187",2014,12,27,42
"2188",2014,12,28,54
"2189",2014,12,29,57
"2190",2014,12,30,53
"2191",2014,12,31,52
"2192",2015,1,1,38
"2193",2015,1,2,65
"2194",2015,1,3,59
"2195",2015,1,4,53
"2196",2015,1,5,63
"2197",2015,1,6,67
"2198",2015,1,7,53
"2199",2015,1,8,59
"2200",2015,1,9,54
"2201",2015,1,10,44
"2202",2015,1,11,37
"2203",2015,1,12,56
"2204",2015,1,13,67
"2205",2015,1,14,63
"2206",2015,1,15,63
"2207",2015,1,16,74
"2208",2015,1,17,54
"2209",2015,1,18,47
"2210",2015,1,19,58
"2211",2015,1,20,66
"2212",2015,1,21,63
"2213",2015,1,22,56
"2214",2015,1,23,61
"2215",2015,1,24,41
"2216",2015,1,25,38
"2217",2015,1,26,63
"2218",2015,1,27,51
"2219",2015,1,28,44
"2220",2015,1,29,59
"2221",2015,1,30,67
"2222",2015,1,31,46
"2223",2015,2,1,43
"2224",2015,2,2,71
"2225",2015,2,3,59
"2226",2015,2,4,56
"2227",2015,2,5,68
"2228",2015,2,6,64
"2229",2015,2,7,51
"2230",2015,2,8,41
"2231",2015,2,9,66
"2232",2015,2,10,58
"2233",2015,2,11,53
"2234",2015,2,12,69
"2235",2015,2,13,50
"2236",2015,2,14,44
"2237",2015,2,15,40
"2238",2015,2,16,49
"2239",2015,2,17,67
"2240",2015,2,18,64
"2241",2015,2,19,48
"2242",2015,2,20,62
"2243",2015,2,21,42
"2244",2015,2,22,48
"2245",2015,2,23,68
"2246",2015,2,24,61
"2247",2015,2,25,61
"2248",2015,2,26,55
"2249",2015,2,27,63
"2250",2015,2,28,39
"2251",2015,3,1,36
"2252",2015,3,2,49
"2253",2015,3,3,61
"2254",2015,3,4,55
"2255",2015,3,5,63
"2256",2015,3,6,80
"2257",2015,3,7,29
"2258",2015,3,8,44
"2259",2015,3,9,44
"2260",2015,3,10,67
"2261",2015,3,11,52
"2262",2015,3,12,57
"2263",2015,3,13,60
"2264",2015,3,14,39
"2265",2015,3,15,48
"2266",2015,3,16,51
"2267",2015,3,17,66
"2268",2015,3,18,63
"2269",2015,3,19,59
"2270",2015,3,20,56
"2271",2015,3,21,35
"2272",2015,3,22,36
"2273",2015,3,23,51
"2274",2015,3,24,59
"2275",2015,3,25,51
"2276",2015,3,26,33
"2277",2015,3,27,54
"2278",2015,3,28,51
"2279",2015,3,29,40
"2280",2015,3,30,43
"2281",2015,3,31,67
"2282",2015,4,1,52
"2283",2015,4,2,43
"2284",2015,4,3,59
"2285",2015,4,4,40
"2286",2015,4,5,38
"2287",2015,4,6,51
"2288",2015,4,7,59
"2289",2015,4,8,66
"2290",2015,4,9,55
"2291",2015,4,10,89
"2292",2015,4,11,39
"2293",2015,4,12,37
"2294",2015,4,13,65
"2295",2015,4,14,62
"2296",2015,4,15,58
"2297",2015,4,16,61
"2298",2015,4,17,67
"2299",2015,4,18,45
"2300",2015,4,19,45
"2301",2015,4,20,75
"2302",2015,4,21,55
"2303",2015,4,22,53
"2304",2015,4,23,62
"2305",2015,4,24,65
"2306",2015,4,25,44
"2307",2015,4,26,44
"2308",2015,4,27,54
"2309",2015,4,28,47
"2310",2015,4,29,70
"2311",2015,4,30,62
"2312",2015,5,1,49
"2313",2015,5,2,55
"2314",2015,5,3,49
"2315",2015,5,4,82
"2316",2015,5,5,62
"2317",2015,5,6,61
"2318",2015,5,7,57
"2319",2015,5,8,66
"2320",2015,5,9,54
"2321",2015,5,10,54
"2322",2015,5,11,68
"2323",2015,5,12,60
"2324",2015,5,13,75
"2325",2015,5,14,69
"2326",2015,5,15,68
"2327",2015,5,16,46
"2328",2015,5,17,48
"2329",2015,5,18,53
"2330",2015,5,19,56
"2331",2015,5,20,65
"2332",2015,5,21,52
"2333",2015,5,22,66
"2334",2015,5,23,49
"2335",2015,5,24,54
"2336",2015,5,25,85
"2337",2015,5,26,59
"2338",2015,5,27,52
"2339",2015,5,28,55
"2340",2015,5,29,56
"2341",2015,5,30,51
"2342",2015,5,31,50
"2343",2015,6,1,66
"2344",2015,6,2,66
"2345",2015,6,3,59
"2346",2015,6,4,62
"2347",2015,6,5,58
"2348",2015,6,6,52
"2349",2015,6,7,39
"2350",2015,6,8,64
"2351",2015,6,9,66
"2352",2015,6,10,56
"2353",2015,6,11,61
"2354",2015,6,12,67
"2355",2015,6,13,45
"2356",2015,6,14,33
"2357",2015,6,15,76
"2358",2015,6,16,71
"2359",2015,6,17,70
"2360",2015,6,18,72
"2361",2015,6,19,56
"2362",2015,6,20,54
"2363",2015,6,21,47
"2364",2015,6,22,59
"2365",2015,6,23,55
"2366",2015,6,24,83
"2367",2015,6,25,65
"2368",2015,6,26,67
"2369",2015,6,27,54
"2370",2015,6,28,51
"2371",2015,6,29,60
"2372",2015,6,30,68
"2373",2015,7,1,64
"2374",2015,7,2,76
"2375",2015,7,3,74
"2376",2015,7,4,50
"2377",2015,7,5,51
"2378",2015,7,6,82
"2379",2015,7,7,75
"2380",2015,7,8,78
"2381",2015,7,9,54
"2382",2015,7,10,61
"2383",2015,7,11,49
"2384",2015,7,12,50
"2385",2015,7,13,61
"2386",2015,7,14,67
"2387",2015,7,15,65
"2388",2015,7,16,57
"2389",2015,7,17,65
"2390",2015,7,18,48
"2391",2015,7,19,52
"2392",2015,7,20,61
"2393",2015,7,21,71
"2394",2015,7,22,58
"2395",2015,7,23,50
"2396",2015,7,24,63
"2397",2015,7,25,40
"2398",2015,7,26,52
"2399",2015,7,27,69
"2400",2015,7,28,54
"2401",2015,7,29,66
"2402",2015,7,30,76
"2403",2015,7,31,71
"2404",2015,8,1,53
"2405",2015,8,2,42
"2406",2015,8,3,60
"2407",2015,8,4,49
"2408",2015,8,5,70
"2409",2015,8,6,58
"2410",2015,8,7,75
"2411",2015,8,8,64
"2412",2015,8,9,40
"2413",2015,8,10,50
"2414",2015,8,11,73
"2415",2015,8,12,67
"2416",2015,8,13,47
"2417",2015,8,14,59
"2418",2015,8,15,57
"2419",2015,8,16,46
"2420",2015,8,17,69
"2421",2015,8,18,73
"2422",2015,8,19,67
"2423",2015,8,20,70
"2424",2015,8,21,58
"2425",2015,8,22,54
"2426",2015,8,23,48
"2427",2015,8,24,61
"2428",2015,8,25,73
"2429",2015,8,26,58
"2430",2015,8,27,51
"2431",2015,8,28,58
"2432",2015,8,29,48
"2433",2015,8,30,54
"2434",2015,8,31,68
"2435",2015,9,1,58
"2436",2015,9,2,63
"2437",2015,9,3,58
"2438",2015,9,4,59
"2439",2015,9,5,50
"2440",2015,9,6,44
"2441",2015,9,7,68
"2442",2015,9,8,73
"2443",2015,9,9,62
"2444",2015,9,10,67
"2445",2015,9,11,56
"2446",2015,9,12,39
"2447",2015,9,13,38
"2448",2015,9,14,58
"2449",2015,9,15,58
"2450",2015,9,16,64
"2451",2015,9,17,47
"2452",2015,9,18,69
"2453",2015,9,19,38
"2454",2015,9,20,60
"2455",2015,9,21,65
"2456",2015,9,22,79
"2457",2015,9,23,81
"2458",2015,9,24,70
"2459",2015,9,25,83
"2460",2015,9,26,54
"2461",2015,9,27,48
"2462",2015,9,28,54
"2463",2015,9,29,74
"2464",2015,9,30,70
"2465",2015,10,1,77
"2466",2015,10,2,67
"2467",2015,10,3,54
"2468",2015,10,4,48
"2469",2015,10,5,72
"2470",2015,10,6,71
"2471",2015,10,7,78
"2472",2015,10,8,63
"2473",2015,10,9,56
"2474",2015,10,10,55
"2475",2015,10,11,36
"2476",2015,10,12,68
"2477",2015,10,13,54
"2478",2015,10,14,50
"2479",2015,10,15,46
"2480",2015,10,16,57
"2481",2015,10,17,59
"2482",2015,10,18,40
"2483",2015,10,19,57
"2484",2015,10,20,53
"2485",2015,10,21,62
"2486",2015,10,22,65
"2487",2015,10,23,60
"2488",2015,10,24,35
"2489",2015,10,25,47
"2490",2015,10,26,59
"2491",2015,10,27,63
"2492",2015,10,28,50
"2493",2015,10,29,55
"2494",2015,10,30,52
"2495",2015,10,31,50
"2496",2015,11,1,39
"2497",2015,11,2,68
"2498",2015,11,3,51
"2499",2015,11,4,52
"2500",2015,11,5,56
"2501",2015,11,6,63
"2502",2015,11,7,51
"2503",2015,11,8,42
"2504",2015,11,9,55
"2505",2015,11,10,58
"2506",2015,11,11,56
"2507",2015,11,12,46
"2508",2015,11,13,60
"2509",2015,11,14,46
"2510",2015,11,15,52
"2511",2015,11,16,56
"2512",2015,11,17,67
"2513",2015,11,18,51
"2514",2015,11,19,60
"2515",2015,11,20,69
"2516",2015,11,21,44
"2517",2015,11,22,51
"2518",2015,11,23,65
"2519",2015,11,24,47
"2520",2015,11,25,58
"2521",2015,11,26,46
"2522",2015,11,27,53
"2523",2015,11,28,36
"2524",2015,11,29,50
"2525",2015,11,30,60
"2526",2015,12,1,42
"2527",2015,12,2,56
"2528",2015,12,3,53
"2529",2015,12,4,68
"2530",2015,12,5,48
"2531",2015,12,6,53
"2532",2015,12,7,62
"2533",2015,12,8,46
"2534",2015,12,9,46
"2535",2015,12,10,55
"2536",2015,12,11,62
"2537",2015,12,12,39
"2538",2015,12,13,42
"2539",2015,12,14,63
"2540",2015,12,15,65
"2541",2015,12,16,66
"2542",2015,12,17,60
"2543",2015,12,18,46
"2544",2015,12,19,43
"2545",2015,12,20,46
"2546",2015,12,21,53
"2547",2015,12,22,51
"2548",2015,12,23,59
"2549",2015,12,24,39
"2550",2015,12,25,36
"2551",2015,12,26,36
"2552",2015,12,27,42
"2553",2015,12,28,44
"2554",2015,12,29,44
"2555",2015,12,30,49
"2556",2015,12,31,45
"2557",2016,1,1,42
"2558",2016,1,2,51
"2559",2016,1,3,41
"2560",2016,1,4,57
"2561",2016,1,5,56
"2562",2016,1,6,67
"2563",2016,1,7,51
"2564",2016,1,8,66
"2565",2016,1,9,45
"2566",2016,1,10,40
"2567",2016,1,11,57
"2568",2016,1,12,57
"2569",2016,1,13,59
"2570",2016,1,14,66
"2571",2016,1,15,45
"2572",2016,1,16,57
"2573",2016,1,17,48
"2574",2016,1,18,68
"2575",2016,1,19,62
"2576",2016,1,20,66
"2577",2016,1,21,68
"2578",2016,1,22,76
"2579",2016,1,23,49
"2580",2016,1,24,41
"2581",2016,1,25,57
"2582",2016,1,26,60
"2583",2016,1,27,54
"2584",2016,1,28,48
"2585",2016,1,29,57
"2586",2016,1,30,42
"2587",2016,1,31,49
"2588",2016,2,1,54
"2589",2016,2,2,64
"2590",2016,2,3,60
"2591",2016,2,4,49
"2592",2016,2,5,64
"2593",2016,2,6,46
"2594",2016,2,7,52
"2595",2016,2,8,46
"2596",2016,2,9,62
"2597",2016,2,10,62
"2598",2016,2,11,39
"2599",2016,2,12,55
"2600",2016,2,13,46
"2601",2016,2,14,48
"2602",2016,2,15,62
"2603",2016,2,16,52
"2604",2016,2,17,61
"2605",2016,2,18,47
"2606",2016,2,19,43
"2607",2016,2,20,39
"2608",2016,2,21,37
"2609",2016,2,22,65
"2610",2016,2,23,65
"2611",2016,2,24,56
"2612",2016,2,25,56
"2613",2016,2,26,75
"2614",2016,2,27,47
"2615",2016,2,28,35
"2616",2016,2,29,42
"2617",2016,3,1,66
"2618",2016,3,2,63
"2619",2016,3,3,62
"2620",2016,3,4,66
"2621",2016,3,5,39
"2622",2016,3,6,34
"2623",2016,3,7,62
"2624",2016,3,8,63
"2625",2016,3,9,57
"2626",2016,3,10,57
"2627",2016,3,11,54
"2628",2016,3,12,41
"2629",2016,3,13,52
"2630",2016,3,14,62
"2631",2016,3,15,51
"2632",2016,3,16,68
"2633",2016,3,17,51
"2634",2016,3,18,50
"2635",2016,3,19,48
"2636",2016,3,20,35
"2637",2016,3,21,47
"2638",2016,3,22,57
"2639",2016,3,23,60
"2640",2016,3,24,49
"2641",2016,3,25,73
"2642",2016,3,26,62
"2643",2016,3,27,44
"2644",2016,3,28,39
"2645",2016,3,29,59
"2646",2016,3,30,53
"2647",2016,3,31,60
"2648",2016,4,1,60
"2649",2016,4,2,59
"2650",2016,4,3,50
"2651",2016,4,4,62
"2652",2016,4,5,67
"2653",2016,4,6,51
"2654",2016,4,7,59
"2655",2016,4,8,64
"2656",2016,4,9,54
"2657",2016,4,10,37
"2658",2016,4,11,49
"2659",2016,4,12,55
"2660",2016,4,13,54
"2661",2016,4,14,56
"2662",2016,4,15,73
"2663",2016,4,16,48
"2664",2016,4,17,50
"2665",2016,4,18,52
"2666",2016,4,19,54
"2667",2016,4,20,57
"2668",2016,4,21,56
"2669",2016,4,22,63
"2670",2016,4,23,49
"2671",2016,4,24,36
"2672",2016,4,25,39
"2673",2016,4,26,60
"2674",2016,4,27,41
"2675",2016,4,28,59
"2676",2016,4,29,61
"2677",2016,4,30,55
"2678",2016,5,1,42
"2679",2016,5,2,56
"2680",2016,5,3,49
"2681",2016,5,4,71
"2682",2016,5,5,56
"2683",2016,5,6,55
"2684",2016,5,7,39
"2685",2016,5,8,45
"2686",2016,5,9,68
"2687",2016,5,10,66
"2688",2016,5,11,45
"2689",2016,5,12,65
"2690",2016,5,13,48
"2691",2016,5,14,40
"2692",2016,5,15,40
"2693",2016,5,16,66
"2694",2016,5,17,55
"2695",2016,5,18,68
"2696",2016,5,19,57
"2697",2016,5,20,61
"2698",2016,5,21,44
"2699",2016,5,22,57
"2700",2016,5,23,68
"2701",2016,5,24,49
"2702",2016,5,25,57
"2703",2016,5,26,68
"2704",2016,5,27,53
"2705",2016,5,28,47
"2706",2016,5,29,59
"2707",2016,5,30,65
"2708",2016,5,31,57
"2709",2016,6,1,56
"2710",2016,6,2,66
"2711",2016,6,3,67
"2712",2016,6,4,35
"2713",2016,6,5,44
"2714",2016,6,6,62
"2715",2016,6,7,58
"2716",2016,6,8,67
"2717",2016,6,9,60
"2718",2016,6,10,64
"2719",2016,6,11,42
"2720",2016,6,12,35
"2721",2016,6,13,68
"2722",2016,6,14,55
"2723",2016,6,15,59
"2724",2016,6,16,54
"2725",2016,6,17,55
"2726",2016,6,18,46
"2727",2016,6,19,37
"2728",2016,6,20,70
"2729",2016,6,21,62
"2730",2016,6,22,80
"2731",2016,6,23,73
"2732",2016,6,24,58
"2733",2016,6,25,47
"2734",2016,6,26,55
"2735",2016,6,27,60
"2736",2016,6,28,54
"2737",2016,6,29,59
"2738",2016,6,30,62
"2739",2016,7,1,60
"2740",2016,7,2,46
"2741",2016,7,3,40
"2742",2016,7,4,60
"2743",2016,7,5,68
"2744",2016,7,6,57
"2745",2016,7,7,56
"2746",2016,7,8,83
"2747",2016,7,9,58
"2748",2016,7,10,51
"2749",2016,7,11,51
"2750",2016,7,12,52
"2751",2016,7,13,65
"2752",2016,7,14,65
"2753",2016,7,15,69
"2754",2016,7,16,52
"2755",2016,7,17,37
"2756",2016,7,18,72
"2757",2016,7,19,82
"2758",2016,7,20,83
"2759",2016,7,21,83
"2760",2016,7,22,65
"2761",2016,7,23,41
"2762",2016,7,24,57
"2763",2016,7,25,67
"2764",2016,7,26,54
"2765",2016,7,27,74
"2766",2016,7,28,73
"2767",2016,7,29,78
"2768",2016,7,30,46
"2769",2016,7,31,53
"2770",2016,8,1,64
"2771",2016,8,2,53
"2772",2016,8,3,66
"2773",2016,8,4,61
"2774",2016,8,5,70
"2775",2016,8,6,51
"2776",2016,8,7,42
"2777",2016,8,8,72
"2778",2016,8,9,54
"2779",2016,8,10,55
"2780",2016,8,11,58
"2781",2016,8,12,66
"2782",2016,8,13,58
"2783",2016,8,14,61
"2784",2016,8,15,52
"2785",2016,8,16,68
"2786",2016,8,17,72
"2787",2016,8,18,53
"2788",2016,8,19,56
"2789",2016,8,20,53
"2790",2016,8,21,57
"2791",2016,8,22,72
"2792",2016,8,23,75
"2793",2016,8,24,61
"2794",2016,8,25,55
"2795",2016,8,26,68
"2796",2016,8,27,56
"2797",2016,8,28,56
"2798",2016,8,29,50
"2799",2016,8,30,71
"2800",2016,8,31,56
"2801",2016,9,1,58
"2802",2016,9,2,79
"2803",2016,9,3,45
"2804",2016,9,4,39
"2805",2016,9,5,71
"2806",2016,9,6,68
"2807",2016,9,7,62
"2808",2016,9,8,62
"2809",2016,9,9,71
"2810",2016,9,10,43
"2811",2016,9,11,40
"2812",2016,9,12,92
"2813",2016,9,13,42
"2814",2016,9,14,74
"2815",2016,9,15,66
"2816",2016,9,16,71
"2817",2016,9,17,59
"2818",2016,9,18,56
"2819",2016,9,19,78
"2820",2016,9,20,79
"2821",2016,9,21,67
"2822",2016,9,22,54
"2823",2016,9,23,67
"2824",2016,9,24,55
"2825",2016,9,25,52
"2826",2016,9,26,60
"2827",2016,9,27,52
"2828",2016,9,28,58
"2829",2016,9,29,56
"2830",2016,9,30,76
"2831",2016,10,1,55
"2832",2016,10,2,48
"2833",2016,10,3,76
"2834",2016,10,4,67
"2835",2016,10,5,56
"2836",2016,10,6,55
"2837",2016,10,7,69
"2838",2016,10,8,38
"2839",2016,10,9,42
"2840",2016,10,10,73
"2841",2016,10,11,57
"2842",2016,10,12,54
"2843",2016,10,13,50
"2844",2016,10,14,58
"2845",2016,10,15,36
"2846",2016,10,16,54
"2847",2016,10,17,54
"2848",2016,10,18,34
"2849",2016,10,19,62
"2850",2016,10,20,49
"2851",2016,10,21,73
"2852",2016,10,22,53
"2853",2016,10,23,45
"2854",2016,10,24,51
"2855",2016,10,25,48
"2856",2016,10,26,47
"2857",2016,10,27,66
"2858",2016,10,28,63
"2859",2016,10,29,55
"2860",2016,10,30,35
"2861",2016,10,31,53
"2862",2016,11,1,33
"2863",2016,11,2,71
"2864",2016,11,3,64
"2865",2016,11,4,59
"2866",2016,11,5,39
"2867",2016,11,6,43
"2868",2016,11,7,62
"2869",2016,11,8,75
"2870",2016,11,9,55
"2871",2016,11,10,54
"2872",2016,11,11,58
"2873",2016,11,12,51
"2874",2016,11,13,39
"2875",2016,11,14,37
"2876",2016,11,15,57
"2877",2016,11,16,52
"2878",2016,11,17,69
"2879",2016,11,18,49
"2880",2016,11,19,40
"2881",2016,11,20,44
"2882",2016,11,21,53
"2883",2016,11,22,48
"2884",2016,11,23,53
"2885",2016,11,24,46
"2886",2016,11,25,46
"2887",2016,11,26,39
"2888",2016,11,27,49
"2889",2016,11,28,63
"2890",2016,11,29,51
"2891",2016,11,30,46
"2892",2016,12,1,60
"2893",2016,12,2,59
"2894",2016,12,3,48
"2895",2016,12,4,41
"2896",2016,12,5,55
"2897",2016,12,6,58
"2898",2016,12,7,53
"2899",2016,12,8,51
"2900",2016,12,9,48
"2901",2016,12,10,56
"2902",2016,12,11,34
"2903",2016,12,12,40
"2904",2016,12,13,59
"2905",2016,12,14,47
"2906",2016,12,15,49
"2907",2016,12,16,62
"2908",2016,12,17,41
"2909",2016,12,18,32
"2910",2016,12,19,57
"2911",2016,12,20,50
"2912",2016,12,21,54
"2913",2016,12,22,54
"2914",2016,12,23,62
"2915",2016,12,24,37
"2916",2016,12,25,36
"2917",2016,12,26,41
"2918",2016,12,27,49
"2919",2016,12,28,62
"2920",2016,12,29,51
"2921",2016,12,30,48
"2922",2016,12,31,47
"2923",2017,1,1,37
"2924",2017,1,2,37
"2925",2017,1,3,54
"2926",2017,1,4,65
"2927",2017,1,5,46
"2928",2017,1,6,67
"2929",2017,1,7,44
